id_pelanggan,kota,metode_bayar,jenis_kelamin,pernah_komplain,berlangganan_premium,kepuasan,tingkat_membership,usia,jumlah_transaksi,jumlah_produk_dilihat,total_belanja,lama_langganan_bulan,rata_rata_rating,tahun_bergabung,tanggal_transaksi_terakhir,ulasan
CUST-1308,Bandung,Kartu Kredit,L,Tidak,Tidak,Rendah,Bronze,20,25,1,1667000.0,47.4,2.9,2021,2024-11-21,penjual lambat membalas pesan
CUST-0268,Jakarta,Transfer Bank,P,Tidak,Tidak,Sedang,Silver,29,30,19,3501000.0,48.3,3.9,2020,2024-10-30,cukup baik walau kemasan kurang rapi
CUST-0306,Surabaya,Kartu Kredit,L,Tidak,Tidak,Sedang,Bronze,29,8,29,1141000.0,6.2,4.1,2024,2024-10-29,barang sesuai tapi pengiriman agak lama
CUST-0118,Bandung,E-Wallet,P,Tidak,Tidak,Sedang,Bronze,46,13,17,780000.0,8.8,4.1,2024,2024-11-30,barang sesuai tapi pengiriman agak lama
CUST-1215,jakarta ,Kartu Kredit,P,Tidak,Ya,Tinggi,Silver,36,30,6,5434000.0,49.1,4.1,2020,2025-02-11,pengiriman cepat barang aman sampai
CUST-0674,Bandung,Transfer Bank,L,Ya,Tidak,Rendah,Bronze,38,14,10,1779000.0,26.7,3.6,2022,2024-12-20,pengiriman lama kemasan rusak
CUST-0250,Surabaya,E-Wallet,L,Tidak,Tidak,Tinggi,Bronze,17,10,12,795000.0,23.3,4.1,2023,2025-04-01,produk bagus harga sesuai kualitas
CUST-1097,Jakarta,Transfer Bank,P,Tidak,Tidak,Sangat Tinggi,Bronze,39,20,21,1858000.0,29.3,5.0,2022,2025-01-05,kualitas produk bagus penjual ramah
CUST-1109,Sorong,E-Wallet,P,Tidak,Tidak,Sedang,Silver,20,18,38,2149000.0,20.9,4.0,2023,2025-05-12,cukup baik walau kemasan kurang rapi
CUST-0072,Surabaya,E-Wallet,P,Tidak,Tidak,Tinggi,Bronze,17,6,27,629000.0,4.0,4.2,2024,2024-06-11,penjual responsif pelayanan memuaskan
CUST-0095,Jakarta,Kartu Kredit,L,Tidak,Tidak,Sangat Tinggi,Bronze,38,33,21,1606000.0,58.4,4.9,2020,2024-06-14,barang sesuai deskripsi pengiriman cepat
CUST-0853,Medan,Transfer Bank,L,Tidak,Tidak,Rendah,Silver,38,17,11,2820000.0,42.8,,2021,2025-02-03,penjual lambat membalas pesan
CUST-0034,Surabaya,Kartu Kredit,L,Tidak,Tidak,Sangat Tinggi,Bronze,54,4,28,568000.0,2.2,4.1,2024,2024-08-10,barang sesuai deskripsi pengiriman cepat
CUST-1104,Medan,Kartu Kredit,L,Tidak,Tidak,Tinggi,Bronze,36,8,22,595000.0,4.7,4.4,2024,2025-06-29,produk bagus harga sesuai kualitas
CUST-0449,Jakarta,Transfer Bank,L,Tidak,Ya,Sangat Tinggi,Bronze,20,25,22,1569000.0,41.3,5.0,2021,2024-06-20,barang sesuai deskripsi pengiriman cepat
CUST-0446,Bandung,COD,L,Tidak,Tidak,Sangat Tinggi,Bronze,41,6,31,852000.0,10.0,4.5,2024,2025-04-07,kualitas produk bagus penjual ramah
CUST-0772,Bandung,E-Wallet,P,Tidak,Tidak,Tinggi,Silver,28,25,16,4672000.0,35.4,4.4,2022,2024-05-30,pengiriman cepat barang aman sampai
CUST-0717,Bandung,Transfer Bank,P,Tidak,Tidak,Sedang,Bronze,41,26,28,1154000.0,44.7,4.3,2021,2024-09-30,cukup baik walau kemasan kurang rapi
CUST-1361,Bandung,E-Wallet,L,Tidak,Tidak,Rendah,Bronze,34,15,11,489000.0,29.3,3.3,2022,2025-02-15,penjual lambat membalas pesan
CUST-1147,Bandung,Kartu Kredit,L,Tidak,Tidak,Sangat Tinggi,Bronze,48,12,18,1069000.0,21.0,4.5,2023,2024-05-28,sangat puas belanja lagi di sini
CUST-0906,Bandung,Transfer Bank,P,Tidak,Ya,Sangat Rendah,Silver,31,20,1,4341000.0,49.2,2.5,2020,2025-06-26,pengiriman sangat lama dan barang cacat
CUST-1038,Surabaya,E-Wallet,P,Tidak,Tidak,Tinggi,Silver,25,29,26,2436000.0,44.6,4.9,2021,2024-07-19,pengiriman cepat barang aman sampai
CUST-0078,Bandung,Kartu Kredit,P,Ya,Tidak,Rendah,Bronze,41,8,38,420000.0,22.1,3.9,2023,2024-12-14,pengiriman lama kemasan rusak
CUST-0085,Jakarta,E-Wallet,P,Tidak,Tidak,Sedang,Bronze,44,4,14,339000.0,6.6,3.8,2024,2024-06-26,barang sesuai tapi pengiriman agak lama
CUST-0840,Surabaya,Transfer Bank,L,Tidak,Ya,Tinggi,Gold,17,32,31,12649000.0,53.9,4.3,2020,2025-05-13,penjual responsif pelayanan memuaskan
CUST-0083,Medan,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Silver,39,24,25,4817000.0,34.8,,2022,2025-02-20,barang sesuai deskripsi pengiriman cepat
CUST-0458,Surabaya,Transfer Bank,P,Tidak,Tidak,Tinggi,Bronze,51,23,1,1658000.0,43.7,4.3,2021,2024-10-24,produk bagus harga sesuai kualitas
CUST-0924,Surabaya,Transfer Bank,P,Ya,Tidak,Sangat Rendah,Bronze,17,19,47,1658000.0,31.0,3.4,2022,2025-04-29,barang rusak penjual tidak merespons
CUST-0677,Makassar,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Bronze,54,11,15,1012000.0,26.7,5.0,2022,2025-05-16,sangat puas belanja lagi di sini
CUST-0990,Medan,E-Wallet,P,Tidak,Tidak,Rendah,Bronze,21,1,13,119000.0,4.4,3.3,2024,2024-09-29,produk tidak sesuai deskripsi
CUST-1080,Jakarta,COD,L,Tidak,Ya,Sangat Tinggi,Silver,37,34,17,6478000.0,57.4,4.7,2020,2024-07-18,barang sesuai deskripsi pengiriman cepat
CUST-0437,Jakarta,E-Wallet,L,Tidak,Tidak,Tinggi,Bronze,17,18,13,1799000.0,30.9,4.2,2022,2025-01-11,pengiriman cepat barang aman sampai
CUST-0771,Jakarta,E-Wallet,P,Tidak,Tidak,Sangat Rendah,Bronze,51,12,55,1730000.0,21.6,2.2,2023,2024-07-23,barang rusak penjual tidak merespons
CUST-0645,Bandung,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Silver,36,20,12,5081000.0,38.1,4.1,2021,2025-03-13,sangat puas belanja lagi di sini
CUST-1162,Bandung,E-Wallet,L,Ya,Tidak,Sedang,Bronze,39,16,29,1544000.0,27.5,4.7,2022,2025-03-27,barang sesuai tapi pengiriman agak lama
CUST-0911,Medan,Kartu Kredit,P,Tidak,Ya,Sangat Tinggi,Bronze,38,22,48,821000.0,45.1,4.5,2021,2025-06-15,barang sesuai deskripsi pengiriman cepat
CUST-1197,Jakarta,Kartu Kredit,L,Tidak,Tidak,Tinggi,Bronze,49,3,28,368000.0,8.7,4.1,2024,2025-02-18,produk bagus harga sesuai kualitas
CUST-0405,Makassar,E-Wallet,P,Tidak,Tidak,Tinggi,Bronze,39,1,10,70000.0,12.5,3.6,2023,2024-09-28,pengiriman cepat barang aman sampai
CUST-1334,Makassar,Kartu Kredit,L,Tidak,Ya,Sangat Tinggi,Bronze,19,19,16,1948000.0,39.8,4.7,2021,2025-01-25,barang sesuai deskripsi pengiriman cepat
CUST-0939,Makassar,E-Wallet,P,Tidak,Tidak,Sedang,Bronze,47,10,20,1322000.0,5.0,3.9,2024,2025-01-29,kualitas produk standar harga wajar
CUST-1498,Bandung,Transfer Bank,P,Tidak,Tidak,,Bronze,39,19,9,1707000.0,30.6,3.2,2022,2025-04-27,penjual lambat membalas pesan
CUST-0105,Medan,Transfer Bank,P,Tidak,Ya,Tinggi,Bronze,55,8,24,430000.0,26.3,4.3,2022,2024-08-09,pengiriman cepat barang aman sampai
CUST-0610,Surabaya,Transfer Bank,L,Tidak,Tidak,Sangat Tinggi,Bronze,55,1,26,60000.0,1.6,4.5,2024,2025-02-21,kualitas produk bagus penjual ramah
CUST-0837,Bandung,Kartu Kredit,P,Tidak,Tidak,Rendah,Bronze,47,1,9,253000.0,4.3,2.4,2024,2025-03-28,penjual lambat membalas pesan
CUST-0689,Bandung,Transfer Bank,P,Tidak,Tidak,Sedang,Silver,42,16,32,4526000.0,33.9,4.4,2022,2025-05-26,kualitas produk standar harga wajar
CUST-0966,Surabaya,Kartu Kredit,L,Tidak,Ya,Sangat Tinggi,Silver,32,21,36,2250000.0,34.3,5.0,2022,2024-07-13,barang sesuai deskripsi pengiriman cepat
CUST-0937,Makassar,E-Wallet,L,Tidak,Ya,Sangat Tinggi,Silver,48,29,33,6201000.0,54.4,,2020,2025-04-25,sangat puas belanja lagi di sini
CUST-0063,Bandung,COD,L,Tidak,Tidak,Tinggi,Bronze,24,1,6,49000.0,10.1,4.3,2024,2024-07-26,penjual responsif pelayanan memuaskan
CUST-0282,Jakarta,Kartu Kredit,L,Tidak,Tidak,Sangat Tinggi,Bronze,38,9,14,1061000.0,16.8,4.1,2023,2024-08-20,barang sesuai deskripsi pengiriman cepat
CUST-0779,Medan,Kartu Kredit,P,Tidak,Tidak,Sangat Tinggi,Bronze,18,13,10,1256000.0,21.9,4.1,2023,2025-04-25,kualitas produk bagus penjual ramah
CUST-1358,Surabaya,E-Wallet,L,Tidak,Tidak,Tinggi,Bronze,55,13,14,1165000.0,9.3,3.8,2024,2025-04-30,produk bagus harga sesuai kualitas
CUST-0239,Jakarta,E-Wallet,L,Tidak,Tidak,Sedang,Silver,44,31,45,5467000.0,50.5,3.0,2020,2024-08-20,cukup baik walau kemasan kurang rapi
CUST-0224,Makassar,E-Wallet,P,Tidak,Tidak,Sedang,Bronze,31,1,1,,9.6,3.1,2024,2024-09-24,barang sesuai tapi pengiriman agak lama
CUST-0146,Jakarta,E-Wallet,P,Tidak,Tidak,Sangat Tinggi,Silver,40,24,16,2919000.0,39.4,5.0,2021,2025-03-29,sangat puas belanja lagi di sini
CUST-1402,Jakarta,COD,P,Ya,Tidak,Rendah,Bronze,28,6,38,827000.0,16.0,3.5,2023,2025-03-18,produk tidak sesuai deskripsi
CUST-0374,Jakarta,COD,L,Tidak,Ya,Sangat Tinggi,Silver,22,25,30,2941000.0,42.5,4.9,2021,2024-10-22,kualitas produk bagus penjual ramah
CUST-1232,Bandung,Transfer Bank,L,Tidak,Ya,Sangat Tinggi,Bronze,41,5,43,925000.0,14.1,4.1,2023,2024-07-30,barang sesuai deskripsi pengiriman cepat
CUST-0119,Surabaya,COD,L,Tidak,Ya,Tinggi,Silver,28,33,17,3155000.0,51.9,4.8,2020,2024-08-20,penjual responsif pelayanan memuaskan
CUST-1499,Surabaya,COD,P,Tidak,Tidak,Sangat Tinggi,Silver,66,25,23,5323000.0,40.0,5.0,2021,2024-08-05,kualitas produk bagus penjual ramah
CUST-0251,Bandung,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Silver,29,20,39,3435000.0,50.2,4.5,2020,2025-03-12,kualitas produk bagus penjual ramah
CUST-1448,Surabaya,Kartu Kredit,P,Tidak,Tidak,Sangat Tinggi,Silver,29,19,17,2111000.0,22.8,4.2,2023,2024-08-21,sangat puas belanja lagi di sini
CUST-1212,Medan,Transfer Bank,L,Tidak,Ya,Tinggi,Silver,49,26,11,2174000.0,47.4,4.7,2021,2024-09-02,penjual responsif pelayanan memuaskan
CUST-1103,Medan,E-Wallet,P,Tidak,Tidak,Tinggi,Silver,26,18,39,2042000.0,34.7,3.7,2022,2025-01-15,produk bagus harga sesuai kualitas
CUST-0010,Surabaya,Kartu Kredit,P,Tidak,Ya,Sangat Tinggi,Silver,47,36,20,,51.6,4.4,2020,2024-12-08,sangat puas belanja lagi di sini
CUST-0450,Bandung,COD,P,Tidak,Ya,Sangat Tinggi,Gold,41,33,13,12471000.0,45.9,4.6,2021,2024-10-15,barang sesuai deskripsi pengiriman cepat
CUST-0888,Jakarta,Transfer Bank,P,Tidak,Tidak,Sangat Tinggi,Silver,24,12,23,2268000.0,16.6,4.4,2023,2024-09-20,barang sesuai deskripsi pengiriman cepat
CUST-0709,Surabaya,Transfer Bank,L,Ya,Tidak,Rendah,Silver,56,18,34,2930000.0,36.8,4.2,2021,2024-12-02,penjual lambat membalas pesan
CUST-0256,Bandung,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Silver,47,16,15,,55.3,4.4,2020,2025-04-11,barang sesuai deskripsi pengiriman cepat
CUST-0594,Bandung,Transfer Bank,L,Tidak,Tidak,Sangat Tinggi,Silver,33,20,15,,48.4,5.0,2020,2024-11-14,kualitas produk bagus penjual ramah
CUST-0390,Medan,E-Wallet,L,Tidak,Tidak,Tinggi,Bronze,47,8,20,608000.0,12.9,4.2,2023,2024-06-30,penjual responsif pelayanan memuaskan
CUST-0963,Jakarta,Transfer Bank,P,Tidak,Tidak,Tinggi,Silver,44,18,24,3457000.0,35.0,4.6,2022,2024-06-17,produk bagus harga sesuai kualitas
CUST-1204,Bandung,Kartu Kredit,P,Tidak,Tidak,Sedang,Bronze,40,33,25,1801000.0,59.0,3.9,2020,2024-09-06,cukup baik walau kemasan kurang rapi
CUST-0558,Surabaya,E-Wallet,P,Tidak,Tidak,Sedang,Bronze,33,5,31,496000.0,9.5,4.0,2024,2025-04-03,cukup baik walau kemasan kurang rapi
CUST-1291,Surabaya,Kartu Kredit,L,Tidak,Tidak,Sedang,Bronze,20,6,45,241000.0,22.7,3.2,2023,2025-04-10,cukup baik walau kemasan kurang rapi
CUST-0845,Jakarta,Kartu Kredit,P,Tidak,Tidak,Sangat Tinggi,Silver,45,19,21,5124000.0,36.5,4.5,2021,2025-04-29,kualitas produk bagus penjual ramah
CUST-0461,Bandung,E-Wallet,L,Tidak,Ya,Sangat Tinggi,Bronze,45,2,27,,14.3,5.0,2023,2024-05-30,sangat puas belanja lagi di sini
CUST-0724,Makassar,Transfer Bank,L,Tidak,Ya,Sangat Tinggi,Silver,34,6,31,2029000.0,8.6,4.3,2024,2024-10-07,sangat puas belanja lagi di sini
CUST-1385,Makassar,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Bronze,32,1,12,57000.0,8.0,4.6,2024,2024-05-30,barang sesuai deskripsi pengiriman cepat
CUST-0145,Surabaya,Transfer Bank,P,Tidak,Ya,Sangat Tinggi,Bronze,50,20,26,1130000.0,37.1,4.0,2021,2024-09-17,kualitas produk bagus penjual ramah
CUST-0502,Medan,E-Wallet,P,Tidak,Tidak,Tinggi,Bronze,25,15,23,1100000.0,20.3,3.9,2023,2025-06-22,penjual responsif pelayanan memuaskan
CUST-1102,Jakarta,E-Wallet,P,Ya,Tidak,Rendah,Bronze,17,14,19,772000.0,16.1,4.5,2023,2025-05-17,pengiriman lama kemasan rusak
CUST-0740,Surabaya,E-Wallet,L,Tidak,Ya,Sangat Tinggi,Bronze,49,10,35,911000.0,20.6,4.5,2023,2025-01-29,barang sesuai deskripsi pengiriman cepat
CUST-1388,Jakarta,COD,L,Tidak,Ya,Sangat Tinggi,Bronze,23,5,19,,8.6,4.9,2024,2025-02-22,barang sesuai deskripsi pengiriman cepat
CUST-0732,Jakarta,E-Wallet,P,Tidak,Tidak,Tinggi,Bronze,35,2,13,480000.0,33.0,4.1,2022,2024-07-11,produk bagus harga sesuai kualitas
CUST-0540,Medan,Kartu Kredit,L,Tidak,Ya,Sangat Tinggi,Bronze,21,23,18,1284000.0,44.8,4.6,2021,2024-08-01,sangat puas belanja lagi di sini
CUST-0178,Makassar,E-Wallet,L,Tidak,Ya,Sangat Tinggi,Bronze,22,5,34,362000.0,22.2,4.6,2023,2025-03-24,barang sesuai deskripsi pengiriman cepat
CUST-1450,Jakarta,Kartu Kredit,L,Tidak,Tidak,Sangat Tinggi,Silver,28,24,21,4143000.0,29.9,4.7,2022,2024-12-19,kualitas produk bagus penjual ramah
CUST-0698,Bandung,E-Wallet,L,Tidak,Tidak,Sedang,Bronze,26,5,13,1265000.0,8.3,3.7,2024,2024-12-07,cukup baik walau kemasan kurang rapi
CUST-1222,Jakarta,Kartu Kredit,L,Ya,Tidak,Sangat Rendah,Bronze,36,9,2,689000.0,12.7,3.9,2023,2025-02-16,pengiriman sangat lama dan barang cacat
CUST-1475,Surabaya,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Bronze,25,11,35,1017000.0,23.9,5.0,2023,2024-05-31,sangat puas belanja lagi di sini
CUST-1264,Makassar,E-Wallet,P,Tidak,Tidak,Sedang,Bronze,35,10,42,1151000.0,2.3,3.7,2024,2025-05-25,barang sesuai tapi pengiriman agak lama
CUST-0904,Surabaya,COD,P,Tidak,Ya,Tinggi,Silver,25,15,37,2213000.0,19.7,4.3,2023,2025-02-25,penjual responsif pelayanan memuaskan
CUST-1496,Bandung,E-Wallet,L,Tidak,Ya,Tinggi,Silver,63,22,32,2086000.0,44.9,4.6,2021,2024-11-21,pengiriman cepat barang aman sampai
CUST-0008,Medan,E-Wallet,L,Tidak,Ya,Sedang,Silver,44,36,5,3035000.0,51.4,3.8,2020,2024-08-10,kualitas produk standar harga wajar
CUST-0868,Medan,E-Wallet,L,Tidak,Ya,Tinggi,Bronze,39,4,29,398000.0,3.6,4.6,2024,2024-08-04,produk bagus harga sesuai kualitas
CUST-0668,Sorong,E-Wallet,L,Tidak,Ya,Sangat Tinggi,Bronze,33,16,34,1364000.0,29.1,4.4,2022,2025-06-20,kualitas produk bagus penjual ramah
CUST-1164,Jakarta,Transfer Bank,L,Tidak,Ya,Tinggi,Silver,36,19,12,2562000.0,48.1,4.1,2020,2024-12-28,penjual responsif pelayanan memuaskan
CUST-0358,Medan,Transfer Bank,P,Tidak,Tidak,Tinggi,Silver,21,37,24,4063000.0,56.6,4.0,2020,2024-05-28,produk bagus harga sesuai kualitas
CUST-0784,Bandung,Kartu Kredit,L,Tidak,Tidak,Tinggi,Bronze,55,2,21,160000.0,4.6,4.2,2024,2025-05-02,pengiriman cepat barang aman sampai
CUST-0736,Bandung,Kartu Kredit,P,Tidak,Ya,Tinggi,Silver,20,34,14,4899000.0,58.6,4.3,2020,2025-01-02,pengiriman cepat barang aman sampai
CUST-0330,Jakarta,E-Wallet,L,Tidak,Tidak,Sedang,Silver,38,11,6,2722000.0,15.7,3.6,2023,2025-01-25,cukup baik walau kemasan kurang rapi
CUST-1058,Jakarta,Transfer Bank,P,Tidak,Tidak,Sedang,Bronze,21,6,44,1189000.0,9.3,3.8,2024,2024-07-21,barang sesuai tapi pengiriman agak lama
CUST-1152,Medan,E-Wallet,P,Tidak,Ya,Tinggi,Silver,21,20,35,2618000.0,44.3,4.1,2021,2025-03-29,pengiriman cepat barang aman sampai
CUST-1121,Bandung,Kartu Kredit,P,Tidak,Ya,Tinggi,Silver,49,18,22,2061000.0,24.6,4.5,2022,2024-06-01,produk bagus harga sesuai kualitas
CUST-0259,JAKARTA,COD,P,Ya,Tidak,Rendah,Silver,37,19,30,4641000.0,29.4,3.7,2022,2024-07-26,produk tidak sesuai deskripsi
CUST-1179,Jakarta,Kartu Kredit,P,Tidak,Tidak,Rendah,Silver,29,34,39,6801000.0,55.4,3.0,2020,2025-03-06,produk tidak sesuai deskripsi
CUST-0373,Surabaya,COD,P,Tidak,Tidak,Sangat Tinggi,Silver,30,35,11,2846000.0,58.4,4.7,2020,2024-08-09,kualitas produk bagus penjual ramah
CUST-1107,Jakarta,E-Wallet,P,Ya,Tidak,Sangat Rendah,Silver,26,19,1,7744000.0,38.8,3.7,2021,2025-03-18,barang rusak penjual tidak merespons
CUST-0931,Jakarta,Kartu Kredit,P,Tidak,Tidak,Tinggi,Bronze,17,6,12,1344000.0,15.2,4.4,2023,2025-06-16,pengiriman cepat barang aman sampai
CUST-0143,Makassar,E-Wallet,P,Tidak,Tidak,Tinggi,Bronze,38,1,18,164000.0,6.7,4.7,2024,2024-10-02,penjual responsif pelayanan memuaskan
CUST-0526,Surabaya,E-Wallet,L,Tidak,Ya,Sangat Tinggi,Silver,30,33,14,2045000.0,60.0,5.0,2020,2025-03-28,barang sesuai deskripsi pengiriman cepat
CUST-1142,Medan,Kartu Kredit,P,Tidak,Tidak,Tinggi,Silver,28,28,39,3901000.0,43.1,4.0,2021,2024-11-26,penjual responsif pelayanan memuaskan
CUST-1345,Makassar,Transfer Bank,P,Tidak,Tidak,Sangat Tinggi,Silver,34,14,40,2123000.0,19.5,4.6,2023,2024-07-29,sangat puas belanja lagi di sini
CUST-1125,Surabaya,E-Wallet,P,Ya,Tidak,Sangat Rendah,Bronze,44,10,4,515000.0,18.2,2.8,2023,2025-03-05,barang rusak penjual tidak merespons
CUST-1427,Jakarta,Kartu Kredit,L,Tidak,Ya,Sedang,Silver,44,33,7,4026000.0,59.6,3.3,2020,2025-05-19,barang sesuai tapi pengiriman agak lama
CUST-0441,Medan,Transfer Bank,L,Tidak,Tidak,Sangat Rendah,Bronze,29,15,23,736000.0,30.2,2.6,2022,2024-09-17,sangat kecewa produk tidak sesuai
CUST-0532,Bandung,E-Wallet,L,Tidak,Ya,Sangat Tinggi,Silver,19,36,26,2446000.0,59.6,4.9,2020,2024-11-04,barang sesuai deskripsi pengiriman cepat
CUST-1205,Jakarta,Kartu Kredit,P,Tidak,Ya,Sangat Tinggi,Silver,49,22,25,2691000.0,36.8,4.4,2021,2025-01-29,barang sesuai deskripsi pengiriman cepat
CUST-0227,Jakarta,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Silver,21,14,31,3762000.0,29.6,4.6,2022,2024-12-19,kualitas produk bagus penjual ramah
CUST-1362,Surabaya,E-Wallet,P,Ya,Tidak,Tinggi,Bronze,36,10,25,1023000.0,46.4,4.7,2021,2024-08-06,produk bagus harga sesuai kualitas
CUST-0229,Bandung,Transfer Bank,P,Tidak,Tidak,Sangat Tinggi,Bronze,41,12,29,938000.0,27.7,,2022,2024-08-29,sangat puas belanja lagi di sini
CUST-1330,Jakarta,Kartu Kredit,P,Tidak,Tidak,Sedang,Silver,23,17,12,2460000.0,26.2,3.7,2022,2024-11-14,cukup baik walau kemasan kurang rapi
CUST-1301,Jakarta,COD,L,Tidak,Ya,Tinggi,Bronze,36,14,41,1288000.0,27.9,3.6,2022,2025-02-10,pengiriman cepat barang aman sampai
CUST-0213,Jakarta,COD,P,Tidak,Tidak,Sangat Rendah,Bronze,19,15,61,1374000.0,23.5,2.3,2023,2025-04-07,pengiriman sangat lama dan barang cacat
CUST-0080,Medan,Kartu Kredit,L,Ya,Tidak,Rendah,Silver,41,21,13,2842000.0,51.5,4.3,2020,2025-04-10,produk tidak sesuai deskripsi
CUST-0149,Surabaya,COD,P,Tidak,Tidak,Sangat Tinggi,Bronze,40,26,19,,55.2,4.6,2020,2025-06-13,kualitas produk bagus penjual ramah
CUST-0815,Jakarta,E-Wallet,L,Tidak,Ya,Tinggi,Silver,27,13,15,4959000.0,30.6,4.1,2022,2024-09-17,produk bagus harga sesuai kualitas
CUST-0909,Jakarta,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Gold,17,42,33,8944000.0,59.3,5.0,2020,2024-11-13,kualitas produk bagus penjual ramah
CUST-0918,Jakarta,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Bronze,17,23,5,1604000.0,39.6,4.1,2021,2024-11-24,sangat puas belanja lagi di sini
CUST-0672,Bandung,Transfer Bank,P,Tidak,Tidak,Sedang,Bronze,56,11,36,675000.0,19.9,4.1,2023,2025-05-14,cukup baik walau kemasan kurang rapi
CUST-1229,Makassar,E-Wallet,P,Tidak,Tidak,Tinggi,Silver,48,12,15,3613000.0,12.3,4.2,2023,2025-01-04,penjual responsif pelayanan memuaskan
CUST-0556,jakarta ,E-Wallet,P,Tidak,Ya,Sedang,Silver,29,19,6,3896000.0,23.5,3.6,2023,2024-12-21,kualitas produk standar harga wajar
CUST-0964,Jakarta,E-Wallet,L,Tidak,Tidak,Sedang,Bronze,39,17,33,940000.0,24.4,3.6,2022,2024-08-12,kualitas produk standar harga wajar
CUST-0134,Surabaya,Kartu Kredit,L,Tidak,Ya,Sangat Tinggi,Bronze,43,15,16,1366000.0,16.5,4.5,2023,2024-08-13,kualitas produk bagus penjual ramah
CUST-1112,Surabaya,Kartu Kredit,P,Tidak,Tidak,Rendah,Bronze,25,20,1,1885000.0,35.5,2.6,2022,2024-06-28,penjual lambat membalas pesan
CUST-0824,Bandung,Transfer Bank,L,Ya,Tidak,Sangat Rendah,Bronze,58,4,1,225000.0,3.0,3.0,2024,2025-06-01,sangat kecewa produk tidak sesuai
CUST-0409,Jakarta,Kartu Kredit,P,Tidak,Ya,Sedang,Bronze,24,10,16,822000.0,39.3,4.2,2021,2025-06-14,cukup baik walau kemasan kurang rapi
CUST-0369,Jakarta,E-Wallet,L,Tidak,Ya,Tinggi,Silver,43,8,20,2587000.0,33.7,4.7,2022,2024-06-25,produk bagus harga sesuai kualitas
CUST-0508,Medan,Transfer Bank,P,Tidak,Tidak,Sedang,Bronze,35,3,24,135000.0,3.8,4.2,2024,2025-05-09,cukup baik walau kemasan kurang rapi
CUST-1477,Surabaya,E-Wallet,P,Tidak,Tidak,Sedang,Silver,17,24,8,4317000.0,29.3,4.2,2022,2025-05-31,barang sesuai tapi pengiriman agak lama
CUST-0505,Surabaya,Transfer Bank,P,Ya,Tidak,Sangat Rendah,Bronze,31,33,40,1012000.0,46.6,3.5,2021,2025-06-23,sangat kecewa produk tidak sesuai
CUST-1336,Medan,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Bronze,21,29,22,1932000.0,54.2,4.7,2020,2024-12-22,kualitas produk bagus penjual ramah
CUST-0348,Jakarta,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Silver,46,21,16,5644000.0,43.9,5.0,2021,2024-08-19,barang sesuai deskripsi pengiriman cepat
CUST-0387,Bandung,Transfer Bank,P,Tidak,Tidak,Sedang,Bronze,24,8,25,489000.0,17.3,3.8,2023,2024-12-18,barang sesuai tapi pengiriman agak lama
CUST-0001,Medan,E-Wallet,P,Ya,Tidak,Sangat Rendah,Bronze,26,15,23,1150000.0,27.9,3.6,2022,2024-06-26,sangat kecewa produk tidak sesuai
CUST-0361,Makassar,E-Wallet,L,Tidak,Tidak,Sangat Tinggi,Bronze,17,5,27,527000.0,21.5,5.0,2023,2024-10-01,kualitas produk bagus penjual ramah
CUST-0895,Bandung,E-Wallet,P,Tidak,Tidak,Tinggi,Bronze,46,13,15,1121000.0,10.1,4.2,2024,2025-04-07,produk bagus harga sesuai kualitas
CUST-0829,Medan,E-Wallet,P,Tidak,Ya,Sangat Tinggi,Silver,54,26,21,3370000.0,37.6,,2021,2024-12-02,barang sesuai deskripsi pengiriman cepat
CUST-1419,Makassar,Transfer Bank,L,Tidak,Ya,Sangat Tinggi,Silver,34,15,32,2428000.0,28.2,5.0,2022,2024-10-06,barang sesuai deskripsi pengiriman cepat
CUST-0476,Jakarta,Transfer Bank,L,Tidak,Tidak,Tinggi,Bronze,43,1,15,94000.0,3.7,3.5,2024,2024-10-08,pengiriman cepat barang aman sampai
CUST-1284,Bandung,E-Wallet,L,Tidak,Ya,Tinggi,Silver,46,6,17,3320000.0,8.8,4.6,2024,2024-09-26,pengiriman cepat barang aman sampai
CUST-0058,Bandung,E-Wallet,L,Tidak,Tidak,Sedang,Bronze,20,11,45,406000.0,34.7,4.0,2022,2025-05-19,barang sesuai tapi pengiriman agak lama
CUST-0638,Bandung,Kartu Kredit,L,Ya,Tidak,Sedang,Silver,48,23,22,7488000.0,42.4,4.7,2021,2025-03-20,cukup baik walau kemasan kurang rapi
CUST-1310,Makassar,Transfer Bank,P,Tidak,Tidak,Sangat Tinggi,Bronze,47,7,34,264000.0,24.3,4.3,2022,2024-09-12,barang sesuai deskripsi pengiriman cepat
CUST-1056,Bandung,Kartu Kredit,P,Tidak,Tidak,Tinggi,Bronze,28,15,24,1008000.0,23.6,3.7,2023,2025-04-10,penjual responsif pelayanan memuaskan
